div_num,sch_num,sch_name
039,0071,William Monroe Middle
039,0072,William Monroe High
040,,
040,0050,Greensville Elementary
040,0190,Edward W. Wyatt Middle
040,0200,Greensville County High
040,0260,Belfield Elementary
041,,
041,0010,Halifax County High
041,0020,Cluster Springs Elementary
041,0020,Cluster Springs Elementary School
041,0030,South Boston Elementary
041,0950,South Boston/Halifax Early Learning Center
041,1060,Turbeville Elementary
041,1440,Halifax Elementary
041,1480,Halifax County Middle
041,1490,Sydnor Jennings Elementary
041,1500,Cluster Springs Elementary
041,1501,Cluster Springs Early Learning Center
041,1510,Scottsburg Elementary
041,1520,Sinai Elementary
041,1521,Sinai Elementary
041,1521,Sinai Elementary School
041,1530,South Of Dan Elementary
041,1540,Wilson Memorial Elementary
041,1550,Meadville Elementary
041,1560,Clays Mill Elementary
041,1662,Washington-Coleman Elementary
041,1663,C. H. Friend Elementary School
042,,
042,0020,Beaverdam Elementary
042,0030,Rural Point Elementary
042,0040,South Anna Elementary
042,0061,Chickahominy Middle
042,0062,Atlee High
042,0070,Cold Harbor Elementary
042,0150,Henry Clay Elementary
042,0162,John M. Gandy Elementary
042,0200,Kersey Creek Elementary
042,0210,Laurel Meadow Elementary
042,0290,Washington Henry Elementary
042,0290,Washington-Henry Elementary 
042,0360,Battlefield Park Elementary
042,0370,Lee Davis High
042,0400,Patrick Henry High
042,0410,Pearson's Corner Elementary
042,0420,Mechanicsville Elementary
042,0430,Elmont Elementary
042,0440,Stonewall Jackson Middle
042,0450,Liberty Middle
042,0551,Cool Spring Elementary
042,0552,Pole Green Elementary
042,0553,Oak Knoll Middle
042,0554,Hanover High
043,,
043,0010,Three Chopt Elementary
043,0020,Glen Allen Elementary
043,0040,Va. Randolph Comm. High
043,0040,Virginia Randolph Community High 
043,0050,Longdale Elementary
043,0060,Short Pump Elementary
043,0070,New Bridge School
043,0080,Short Pump Middle
043,0090,Ridge Elementary
043,0092,Elko Middle
043,0092,Elko Middle School
043,0093,Colonial Trail Elementary
043,0093,Colonial Trail Elementary School
043,0094,Harvie Elementary
043,0095,Holman Middle 
043,0096,Glen Allen High
043,0100,Hungary Creek Middle 
043,0100,Hungary Creek Middle School
043,0120,Cashell Donahoe Elementary
043,0120,Donahoe Elementary
043,0130,John Rolfe Middle
043,0130,Rolfe Middle
043,0140,Godwin High
043,0140,Mills E. Godwin High
043,0150,Gayton Elementary
043,0160,Deep Run High
043,0190,Highland Springs High
043,0200,Fair Oaks Elementary
043,0210,Montrose Elementary
043,0220,Sandston Elementary
043,0230,Springfield Park Elementary
043,0240,Rivers Edge Elementary
043,0250,L. Douglas Wilder Middle
043,0260,Greenwood Elementary 
043,0260,Greenwood Elementary School
043,0270,Nuckols Farm Elementary
043,0280,Pocahontas Middle
043,0290,Varina Elementary
043,0300,Echo Lake Elementary
043,0310,Twin Hickory Elementary
043,0320,Arthur Ashe Jr. Elementary 
043,0320,"Arthur Ashe, Jr. Elementary"
043,0330,Henry D. Ward Elementary
043,0330,Ward Elementary
043,0350,Mount Vernon Middle 
043,0350,Mt. Vernon Middle
043,0360,Tuckahoe Elementary
043,0370,Lakeside Elementary
043,0380,Glen Lea Elementary
043,0390,George H. Moody Middle
043,0390,Moody Middle
043,0400,Crestview Elementary
043,0410,Douglas S. Freeman High
043,0410,Freeman High
043,0420,Harold Macon Ratcliffe Elementary
043,0420,Ratcliffe Elementary
043,0430,Laburnum Elementary
043,0440,Pemberton Elementary
043,0450,Anthony P. Mehfoud Elementary
043,0450,Mehfoud Elementary
043,0470,Baker Elementary
043,0470,George F. Baker Elementary
043,0480,Skipwith Elementary
043,0490,Maude Trevvett Elementary
043,0490,Trevvett Elementary
043,0500,Brookland Middle
043,0510,Fairfield Middle
043,0520,Tuckahoe Middle
043,0530,Charles M. Johnson Elementary
043,0530,Johnson Elementary
043,0540,Maybeury Elementary
043,0550,Seven Pines Elementary
043,0570,Pinchbeck Elementary
043,0580,Varina High
043,0590,Chamberlayne Elementary
043,0600,John RandolphTucker High
043,0600,John Randolphtucker High
043,0600,Tucker High
043,0610,Henrico High
043,0620,Davis Elementary
043,0620,Jackson Davis Elementary
043,0630,Longan Elementary
043,0630,R.C. Longan Elementary
043,0640,Highland Springs Elementary
043,0650,Carver Elementary
043,0650,Ruby F. Carver Elementary
043,0660,Adams Elementary
043,0660,Jacob L. Adams Elementary
043,0670,Hermitage High
043,0680,Elizabeth Holladay Elementary
043,0680,Holladay Elementary
043,0690,Byrd Middle
043,0690,Harry F. Byrd Middle
043,0700,Dumbarton Elementary
043,0710,Shady Grove Elementary
043,0920,Elko Middle School
043,0930,Colonial Trail Elementary School
044,,
044,0010,Bassett High
044,0020,Magna Vista High
044,0220,Sanville Elementary
044,0361,new Axton Elementary
044,0480,Carver Elementary 
044,0480,Carver Elementary School
044,0530,Drewry Mason Elementary
044,0530,Ridgeway Elementary
044,0590,Campbell Court Elementary
044,0620,Fieldale-Collinsville Middle 
044,0620,Fieldale-Collinsville Middle School
044,0630,Irisburg Elementary
044,0661,John Redd Smith Elementary
044,0662,Collinsville Primary
044,0670,Laurel Park Middle 
044,0670,Laurel Park Middle School
044,0740,Rich Acres Elementary
044,0750,Axton Elementary 
044,0750,Axton Elementary School
044,0760,Stanleytown Elementary
044,0872,Mount Olivet Elementary 
044,0872,Mt. Olivet Elementary
045,,
045,0110,Highland Elementary
045,0220,Highland High
046,,
046,0040,Smithfield High
046,0050,Smithfield Middle
046,0240,Windsor Elementary
046,0250,Windsor High
046,0280,Carrsville Elementary
046,0320,Hardy Elementary
046,0421,Carrollton Elementary
046,0422,Windsor Middle
046,0424,Westside Elementary
048,,
048,0010,King George Middle
048,0050,Potomac Elementary
048,0100,King George Elementary
048,0120,King George High
048,0221,Sealston Elementary 
048,0221,Sealston Elementary School
049,,
049,0200,King & Queen Elementary
049,0280,Central High
049,0290,Lawson-Marriott Elementary
050,,
050,0130,King William High
050,0160,Hamilton Holmes Middle
050,0180,Acquinton Elementary
050,0190,Cool Spring Primary
051,,
051,0010,Lancaster High
051,0110,Lancaster Middle
051,0210,Lancaster Primary
052,,
052,0020,Keokee Elementary
052,0160,Dryden Elementary
052,0200,St. Charles Elementary
052,0290,Pennington Middle
052,0300,Lee High
052,0330,Elk Knob Elementary
052,0340,Stickleyville Elementary
052,0470,Jonesville Middle
052,0630,Flatwoods Elementary
052,0670,Rose Hill Elementary
052,0760,Ewing Elementary
052,0820,Elydale Elementary
052,0880,Thomas Walker High
053,,
053,0010,Sugarland Elementary
053,0020,J. Lupton Simpson Middle
053,0030,Seneca Ridge Middle
053,0031,Dominion High
053,0040,Rolling Ridge Elementary
053,0060,Park View High
053,0070,Meadowland Elementary
053,0080,Leesburg Elementary
053,0090,Smart's Mill Middle 
053,0090,Smart's Mill Middle School
053,0091,Frances Hazel Reid Elementary
053,0110,Hillsboro Elementary
053,0120,Freedom High 
053,0120,Freedom High School
053,0130,Lucketts Elementary
053,0140,Potomac Falls High
053,0150,Algonkian Elementary
053,0160,Cool Spring Elementary
053,0170,Ashburn Elementary
053,0180,Round Hill Elementary
053,0190,Evergreen Mill Elementary
053,0200,Tuscarora High
053,0210,Farmwell Station Middle
053,0220,Ball's Bluff Elementary
053,0230,Hamilton Elementary
053,0240,Sanders Corner Elementary
053,0250,Potowmack Elementary
053,0270,Newton-Lee Elementary 
053,0270,Newton-Lee Elementary School
053,0280,Sycolin Creek Elementary
053,0280,Sycolin Creek Elementary School
053,0290,Lincoln Elementary
053,0300,Belmont Station Elementary 
053,0300,Belmont Station Elementary School
053,0320,Mercer Middle 
053,0320,Mercer Middle School
053,0340,Pinebrook Elementary
053,0350,Steuart W. Weller Elementary
053,0350,Steuart W. Weller Elementary School
053,0400,Hillside Elementary
053,0420,Briar Woods High 
053,0420,Briar Woods High School
053,0430,Legacy Elementary 
053,0430,Legacy Elementary School
053,0450,Buffalo Trail Elementary
053,0470,Dominion Trail Elementary
053,0490,Middleburg Elementary
053,0500,Lowes Island Elementary
053,0510,Aldie Elementary
053,0520,Harper Park Middle
053,0540,Creighton's Corner Elementary
053,0540,Creighton's Corner Elementary School
053,0550,Rosa Lee Carter Elementary
053,0560,Liberty Elementary
053,0560,Liberty Elementary School
053,0570,Stone Hill Middle
053,0570,Stone Hill Middle School
053,0590,Woodgrove High
053,0600,Kenneth W.Culbert Elementary
053,0610,Arcola Elementary
053,0610,Arcola Elementary School
053,0650,Banneker Elementary
053,0660,Loudoun County High
053,0680,Loudoun Valley High
053,0690,Sterling Elementary
053,0700,Waterford Elementary
053,0710,Catoctin Elementary
053,0720,Guilford Elementary
053,0730,Emerick Elementary
053,0740,Broad Run High
053,0750,Sully Elementary
053,0760,Sterling Middle
053,0780,Lovettsville Elementary
053,0790,Blue Ridge Middle
053,0820,Horizon Elementary
053,0840,Cedar Lane Elementary
053,0850,Stone Bridge High
053,0860,Little River Elementary
053,0870,Seldens Landing Elementary
053,0880,Eagle Ridge Middle
053,0890,Countryside Elementary
053,0900,Heritage High
053,0910,Mill Run Elementary
053,0920,Harmony Intermediate
053,0930,River Bend Middle
053,0940,Belmont Ridge Middle
053,0950,John W. Tolbert Jr. Elementary 
053,0950,"John W. Tolbert, Jr. Elementary"
053,0960,Hutchison Farm Elementary
053,0960,Hutchison Farms Elementary
053,0970,Forest Grove Elementary
053,0980,Mountain View Elementary
054,,
054,0080,Moss-Nuckols Elementary
054,0601,Louisa County Middle
054,0602,Louisa County High
054,0610,Thomas Jefferson Elementary
054,0641,Trevilians Elementary
054,0660,Jouett Elementary
055,,
055,0140,Victoria Elementary
055,0171,Lunenburg Middle
055,0240,Kenbridge Elementary
055,0560,Central High
056,,
056,0200,Waverly Yowell Elementary
056,0221,Madison County High
056,0222,William H. Wetsel Middle
056,0230,Madison Primary
057,,
057,0100,Thomas Hunter Middle
057,0190,Mathews High
057,0291,Lee-Jackson Elementary
058,,
058,0190,South Hill Elementary
058,0910,Chase City Elementary
058,0930,Boydton Elementary
058,0950,Park View Middle
058,0960,Bluestone Middle
058,0980,Bluestone  High
058,0990,Park View High
058,1000,Clarksville Elementary
058,1010,Buckhorn Elementary
058,1020,LaCrosse Elementary 
058,1020,Lacrosse Elementary
059,,
059,0090,Middlesex High
059,0140,St. Clare Walker Middle
059,0291,Middlesex Elementary
060,,
060,0010,Harding Avenue Elementary
060,0030,Eastern Montgomery Elementary
060,0210,Prices Fork Elementary
060,0290,Shawsville Middle
060,0600,Falling Branch Elementary
060,0650,Auburn High
060,0671,Christiansburg Middle
060,0700,Belview Elementary
060,0710,Blacksburg Middle
060,0720,Elliston Lafayette Elementary
060,0720,Elliston-Lafayette Elementary 
060,0730,Margaret Beeks Elementary
060,0740,Christiansburg Elementary
060,0750,Gilbert Linkous Elementary
060,0760,Blacksburg High
060,0770,Christiansburg High
060,0780,Christiansburg Primary
060,0800,Shawsville Elementary
060,0901,Kipps Elementary
060,0902,Auburn Elementary
060,0903,Auburn Middle
060,0904,Eastern Montgomery High
062,,
062,0010,Rockfish River Elementary
062,0020,Tye River Elementary
062,0710,Nelson County High
062,0730,Nelson Middle
063,,
063,0010,New Kent County Primary
063,0010,New Kent Elementary 
063,0020,New Kent County High
063,0020,New Kent High 
063,0100,New Kent Middle
063,0100,New Kent Middle 
063,0180,George W. Watkins Elementary
065,,
065,0340,Northampton Middle
065,0350,Northampton High
065,0451,Occohannock Elementary
065,0452,Kiptopeke Elementary
066,,
066,0040,Northumberland High
066,0210,Northumberland Middle
066,0331,Northumberland Elementary
067,,
067,0300,Nottoway Intermediate
067,0301,Nottoway High
067,0302,Nottoway Middle
067,0310,Burkeville Elementary
067,0330,Crewe Primary
067,0340,Blackstone Primary
068,,
068,0050,Locust Grove Elementary
068,0070,Lightfoot Elementary
068,0330,Orange Co. High
068,0330,Orange County High 
068,0340,Prospect Heights Middle
068,0350,Unionville Elementary
068,0360,Gordon Barbour Elementary
068,0370,Orange Elementary
068,0471,Locust Grove Middle
069,,
069,0050,Springfield Elementary
069,0050,Springfield Elementary School 
069,0110,Luray High
069,0110,Luray High School 
069,0210,Stanley Elementary
069,0210,Stanley Elementary School 
069,0300,Grove Hill Elementary
069,0300,Grove Hill Elementary School
069,0310,Shenandoah Elementary
069,0310,Shenandoah Elementary School 
069,0350,Luray Elementary
069,0350,Luray Elementary School 
069,0380,Page County High
069,0380,Page County High School
069,0390,Page County Middle
069,0390,Page County Middle School
069,0400,Luray Middle
069,0400,Luray Middle School
070,,
070,0080,Woolwine Elementary
070,0150,Meadows Of Dan Elementary
070,0150,Meadows Of Dan Elementary 
070,0150,Meadows of Dan Elementary 
070,0320,Stuart Elementary
070,0350,Hardin Reynolds Elementary
070,0440,Blue Ridge Elementary
070,0680,Patrick Springs Elementary
070,0700,Patrick County High
071,,
071,0030,John L. Hurt Elementary
071,0280,Gretna Elementary
071,0290,Gretna Middle
071,0640,Chatham Elementary
071,1090,Dan River Middle
071,1130,Tunstall Middle
071,1460,Southside Elementary
071,1660,Chatham Middle
071,1680,Dan River Senior High
071,1680,Dan River Sr. High
071,1690,Kentuck Elementary
071,1700,Gretna Senior High
071,1700,Gretna Sr. High
071,1710,Stony Mill Elementary
071,1720,Chatham High
071,1730,Tunstall Senior High
071,1730,Tunstall Sr. High
071,1740,Union Hall Elementary
071,1750,Mount Airy Elementary
071,1750,Mt. Airy Elementary
071,1851,Twin Springs Elementary
071,1853,Brosville Elementary 
071,1853,Brosville Elementary School
072,,
072,0011,Powhatan High
072,0013,Powhatan Elementary
072,0021,Flat Rock Elementary
072,0130,Powhatan Jr. High
072,0130,Powhatan Junior High
072,0231,Pocahontas Elementary
072,0232,Pocahontas Middle
073,,
073,0010,Prince Edward Elementary
073,0020,Prince Edward Middle
073,0400,Prince Edward County High
074,,
074,0020,Prince George High
074,0270,N. B. Clements Junior High School
074,0270,N.B. Clements Junior High 
074,0280,William A. Walton Elementary
074,0290,North Elementary
074,0300,South Elementary
074,0310,L. L. Beazley Elementary
074,0310,L.L. Beazley Elementary
074,0320,J. E. J. Moore Middle School
074,0320,J.E.J. Moore Middle 
074,0340,David A. Harrison Elementary
075,,
075,0020,Sudley Elementary
075,0030,Minnieville Elementary
075,0040,Rockledge Elementary
075,0060,Woodbridge High
075,0070,Kerrydale Elementary
075,0080,Osbourn Park High
075,0120,Enterprise Elementary
075,0130,John F. Pattie Sr. Elementary
075,0140,Potomac High
075,0150,Nokesville Elementary
075,0160,Martin Luther King Jr Elementary
075,0160,Martin Luther King Jr. Elementary
075,0170,Potomac Middle
075,0180,Lake Ridge Elementary
075,0190,Woodbine
075,0190,Woodbine Pre-School Center
075,0200,Ashland Elementary
075,0220,J. W. Alvey Elementary
075,0220,J.W. Alvey Elementary
075,0231,Mary G. Porter Traditional
075,0240,Mary Williams Elementary 
075,0240,Mary Williams Elementary School
075,0260,Occoquan Elementary
075,0270,Suella G. Ellis Elementary
075,0270,Suella G. Ellis Elementary School
075,0280,Dumfries Elementary
075,0290,Battlefield High 
075,0290,Battlefield High School
075,0300,Freedom High 
075,0300,Freedom High School
075,0320,Springwoods Elementary
075,0330,A. Henderson Elementary
075,0340,Glenkirk Elementary
075,0350,Yorkshire Elementary
075,0360,Samuel L. Gravely Jr. Elementary
075,0360,Samuel L. Gravely Jr. Elementary School
075,0370,Fannie W. Fitzgerald Elementary
075,0370,Fannie W. Fitzgerald Elementary School
075,0380,Herbert J Saunders Middle
075,0380,Herbert J. Saunders Middle
075,0390,Victory Elementary
075,0430,Triangle Elementary
075,0440,R. Dean Kilby Elementary
075,0450,Featherstone Elementary
075,0460,Loch Lomond Elementary
075,0480,Stonewall Middle
075,0490,E. H. Marsteller Middle
075,0490,E.H. Marsteller Middle
075,0500,Signal Hill Elementary
075,0501,Parkside Middle
075,0510,Graham Park Middle
075,0520,Fred M. Lynn Middle
075,0530,Brentsville District High
075,0540,West Gate Elementary
075,0550,Potomac View Elementary
075,0560,Woodbridge Middle
075,0570,Marumsco Hills Elementary
075,0580,Elizabeth Vaughan Elementary
075,0591,Rippon Middle
075,0600,Belmont Elementary
075,0610,Dale City Elementary
075,0620,C. A. Sinclair Elementary
075,0620,C.A. Sinclair Elementary
075,0630,George G. Tyler Elementary
075,0640,Mills E. Godwin Middle
075,0660,Coles Elementary
075,0670,Bel Air Elementary
075,0680,Stonewall Jackson High
075,0690,Gar-Field High
075,0700,Neabsco Elementary
075,0710,C. D. Hylton High
075,0710,C.D. Hylton High
075,0720,Lake Ridge Middle
075,0730,Sharon C. McAuliffe Elementary
075,0730,Sharon C. Mcauliffe Elementary
075,0740,Westridge Elementary
075,0750,River Oaks Elementary
075,0760,Antietam Elementary
075,0770,George P. Mullen Elementary
075,0780,Stuart M. Beville Middle
075,0790,Thurgood Marshall Elementary
075,0800,Montclair Elementary
075,0810,Mountain View Elementary
075,0820,Old Bridge Elementary
075,0830,Leesylvania Elementary
075,0840,Bennett Elementary
075,0850,Sonnie Penn Elementary
075,0860,Bristow Run Elementary
075,0870,Forest Park High
075,0880,Louise A. Benton Middle
075,0890,Swans Creek Elementary
075,0900,Cedar Point Elementary
075,0920,Bull Run Middle
075,0941,Rosa Parks Elementary
075,0945,Pennington School
075,0950,Buckland Mills Elementary
075,0960,Gainesville Middle
075,0960,Gainesville Middle School
077,,
077,0010,Pulaski County Senior High
077,0010,Pulaski County Sr. High
077,0020,Critzer Elementary
077,0230,Pulaski Elementary 
077,0230,Pulaski Elementary School
077,0260,Newbern Elementary
077,0430,Snowville Elementary
077,0460,Pulaski Middle
077,0500,Riverlawn Elementary
077,0530,Dublin Middle
077,0540,Dublin Elementary
078,,
078,0230,Rappahannock Co. High
078,0230,Rappahannock County High
078,0230,Rappahannock County High School
078,0240,Rappahannock County Elementary
078,0240,Rappahannock County Elementary School
078,0240,Rappahannock Elementary
079,,
079,0020,Richmond County Elementary
079,0020,Richmond County Elementary School
079,0190,Richmond County Int.
079,0190,Richmond County Intermediate
079,0190,Richmond County Intermediate School
079,0210,Rappahannock High
079,0210,Rappahannock High School
080,,
080,0010,Hidden Valley Middle
080,0040,Fort Lewis Elementary
080,0050,Penn Forest Elementary
080,0060,W. E. Cundiff Elementary
080,0060,W.E. Cundiff Elementary
080,0180,Burlington Elementary
080,0232,William Byrd Middle
080,0290,Mount Pleasant Elementary
080,0290,Mt. Pleasant Elementary
080,0330,Clearbrook Elementary
080,0420,Back Creek Elementary
080,0440,Bent Mountain Elementary
080,0470,Cave Spring High
080,0480,Oak Grove Elementary
080,0490,Glenvar Elementary
080,0500,Mountain View Elementary
080,0520,Northside High
080,0530,Mason's Cove Elementary
080,0530,Masons Cove Elementary
080,0540,Herman L. Horn Elementary
080,0560,Cave Spring Elementary
080,0600,Green Valley Elementary
080,0610,Glenvar High
080,0620,Cave Spring Middle
080,0630,William Byrd High
080,0640,Northside Middle
080,0650,Glen Cove Elementary
080,0751,Glenvar Middle
080,0752,Bonsack Elementary
080,0754,Hidden Valley High
081,,
081,0022,Rockbridge County High
081,0022,Rockbridge County High 
081,0150,Fairfield Elementary
081,0340,Mountain View Elementary
081,0630,Effinger Elementary
081,0641,Natural Bridge Elementary
081,0650,Central Elementary
081,0678,Maury River Middle
081,0680,Rockbridge Middle
082,,
082,0010,Plains Elementary
082,0020,Spotswood High
082,0360,Linville-Edom Elementary
082,0390,River Bend Elementary
082,0391,East Rockingham High
082,0400,Elkton Elementary
082,0500,Lacey Spring Elementary
082,0520,Mountain View Elementary
082,0600,McGaheysville Elementary
082,0600,Mcgaheysville Elementary
082,0830,South River Elementary
082,0850,Turner Ashby High
082,0860,Montevideo Middle
082,0861,Cub Run Elementary
082,0861,Cubrun Elementary School
082,0870,Broadway High
082,0890,Wilbur S. Pence Middle
082,0900,Elkton Middle
082,0920,Ottobine Elementary
082,0940,Fulks Run Elementary
082,0950,Pleasant Valley Elementary
082,0960,J. Frank Hillyard Middle
082,0970,John W. Wayland Elementary
082,1071,John C. Myers Elementary
082,1073,Peak View Elementary
083,,
083,0140,Lebanon High
083,0390,Lebanon Primary
083,0410,Lebanon Elementary
083,0540,Honaker High
083,0580,Belfast Elk Garden Elementary
083,0710,Swords Creek Elementary
083,0791,Castlewood High
083,0792,Castlewood Elementary
083,0800,Givens Elementary
083,0820,Copper Creek Elementary
083,0880,Cleveland Elementary
083,0890,Honaker Elementary
083,0902,Lebanon Middle
084,,
084,0020,Rye Cove Int.
084,0020,Rye Cove Intermediate
084,0042,Dungannon Intermediate
084,0102,Fort Blackmore Elementary
084,0102,Fort Blackmore Primary
084,0220,Nickelsville Elementary
084,0260,Rye Cove High
084,0641,Shoemaker Elementary
084,0670,Hilton Elementary
084,0740,Weber City Elementary
084,0750,Duffield-Pattonsville Primary
084,0750,Duffield-Pattonsville Pry
084,0770,Gate City High
084,0771,Gate City Middle
084,0780,Twin Springs High
084,0790,Yuma Elementary
085,,
085,0020,W. W. Robinson Elementary
085,0020,W.W. Robinson Elementary
085,0030,Peter Muhlenberg Middle
085,0040,North Fork Middle
085,0050,Signal Knob Middle
085,0770,Strasburg High
085,0780,Central High
085,0790,Stonewall Jackson High
085,0810,Sandy Hook Elementary
085,0820,Ashby Lee Elementary
086,,
086,0120,Northwood Middle
086,0250,Northwood High
086,0290,Atkins Elementary
086,0460,Chilhowie High
086,0530,Sugar Grove Comb.
086,0530,Sugar Grove Combined
086,0680,Marion Middle
086,0690,Marion Int.
086,0690,Marion Intermediate
086,0700,Marion Senior High
086,0710,Marion Primary
086,0720,Rich Valley Elementary
086,0730,Chilhowie Elementary
086,0740,Saltville Elementary
086,0851,Chilhowie Middle
087,,
087,0010,Nottoway Elementary
087,0020,Meherrin Elementary
087,0690,Southampton High
087,0700,Southampton Middle
087,0710,Capron Elementary
087,0780,Hunterdale Elementary
087,0780,Riverdale Elementary
088,,
088,0010,Battlefield Elementary
088,0020,Courtland High
088,0022,Courtland Elementary
088,0030,Lee Hill Elementary
088,0040,Chancellor Elementary
088,0050,Battlefield Middle
088,0060,Salem Elementary
088,0130,Robert E. Lee Elementary
088,0220,Post Oak Middle
088,0330,Spotsylvania Middle
088,0340,Berkeley Elementary
088,0350,Livingston Elementary
088,0360,Spotswood Elementary
088,0370,Spotsylvania High
088,0381,Chancellor High
088,0382,Chancellor Middle
088,0390,Smith Station Elementary
088,0400,Brock Road Elementary
088,0501,Courthouse Road Elementary
088,0502,Thornburg Middle
088,0503,Riverview Elementary
088,0504,Wilderness Elementary
088,0505,Ni River Middle
088,0506,Massaponax High
088,0507,Harrison Road Elementary
088,0508,Parkside Elementary
088,0509,Freedom Middle
088,0510,Riverbend High 
088,0510,Riverbend High School
088,0511,Cedar Forest Elementary
088,0511,Cedar Forest Elementary School
089,,
089,0010,Edward E. Drew Jr. Middle
089,0020,Stafford Senior High
089,0020,Stafford Sr. High
089,0030,North Stafford High
089,0040,Andrew G. Wright Middle
089,0041,Garrisonville Elementary
089,0050,Widewater Elementary
089,0060,Rockhill Elementary
089,0111,Stafford Elementary
089,0112,Stafford Middle
089,0162,T. Benton Gayle Middle
089,0230,Ferry Farm Elementary
089,0250,Hartwood Elementary
089,0260,Anne E. Moncure Elementary
089,0270,Grafton Village Elementary
089,0280,Falmouth Elementary
089,0300,Park Ridge Elementary
089,0320,Hampton Oaks Elementary
089,0421,Brooke Point High
089,0422,H.H. Poole Middle
089,0423,Winding Creek Elementary
089,0424,Colonial Forge High
089,0425,Rocky Run Elementary
089,0426,Rodney E. Thompson Middle
089,0427,Kate Waller Barrett Elementary
089,0429,Margaret Brent Elementary 
089,0429,Margaret Brent Elementary School
089,0430,Mountain View High 
089,0430,Mountain View High School
089,0431,Conway Elementary
089,0432,Donald B. Dixon-Lyle R. Smith Middle
089,0433,Anthony Burns Elementary
089,0440,Shirley C. Heim Middle
089,0440,Shirley C. Heim Middle School
090,,
090,0010,Surry County High
090,0020,Surry Elementary
090,0030,Luther P. Jackson Middle
091,,
091,0020,Annie B. Jackson Elementary
091,0020,Sussex Central Middle
091,0050,Ellen W. Chambliss Elementary
091,0340,Sussex Central High
091,0380,Jefferson Elementary
091,0481,Sussex Central Middle
092,,
092,0010,Graham Middle
092,0100,Tazewell Middle
092,0450,North Tazewell Elementary
092,0750,Dudley Primary
092,0821,Richlands High
092,0822,Richlands Elementary
092,0823,Richlands Middle
092,0830,Cedar Bluff Elementary
092,0890,Tazewell High
092,0920,Raven Elementary
092,0930,Pocahontas Combined
092,0940,Graham High
092,0960,Graham Intermediate
092,0980,Springville Elementary
092,1020,Abbs Valley Boissevain El
092,1020,Abbs Valley-Boissevain Elementary
092,1030,Tazewell Elementary
093,,
093,0020,Leslie Fox Keyser Elementary
093,0090,A. S. Rhodes Elementary
093,0090,A.S. Rhodes Elementary
093,0140,E. Wilson Morrison Elementary
093,0230,Warren County High
093,0240,Ressie Jeffries Elementary
093,0250,Skyline High
093,0250,Skyline High School
093,0270,Warren County Middle
093,0371,Hilda J. Barbour Elementary
093,0372,Warren Co. Jr. High
094,,
094,0020,Meadowview Elementary
094,0040,Damascus Middle
094,0050,Rhea Valley Elementary
094,0070,Watauga Elementary
094,0260,Greendale Elementary
094,0620,Wallace Middle
094,1020,Valley Institute Elementary
094,1030,Abingdon High
094,1040,John S. Battle High
094,1050,Patrick Henry High
094,1060,Holston High
094,1070,High Point Elementary
094,1080,Abingdon Elementary
094,1090,Glade Spring Middle
094,1110,E. B. Stanley Middle
094,1110,E.B. Stanley Middle
095,,
095,0120,Washington & Lee High
095,0120,Washington And Lee High
095,0210,Cople Elementary
095,0300,Montross Middle
095,0310,Washington District Elementary
096,,
096,0020,Appalachia Elementary
096,0071,Pound High
096,0073,J.W. Adams Combined
096,0073,J.W. Adams Combined School
096,0320,L. F. Addington Middle
096,0320,L.F. Addington Middle
096,0651,Coeburn Middle
096,0652,Coeburn High
096,0653,Coeburn Primary
096,0710,Appalachia High
096,0871,St. Paul Elementary
096,0872,St. Paul High
096,1000,J. J. Kelly High
096,1000,J.J. Kelly High
096,1010,Powell Valley High
096,1012,Powell Valley Primary
096,1013,Powell Valley Middle
096,1020,Wise Primary
097,,
097,0100,Max Meadows Elementary
097,0190,Spiller Elementary
097,0190,Spiller Primary
097,0201,Rural Retreat Elementary
097,0202,Rural Retreat High
097,0440,Speedwell Elementary
097,0721,George Wythe High
097,0730,Jackson Memorial Elementary
097,0740,Sheffey Elementary
097,0760,Fort Chiswell High
097,1073,Fort Chiswell Middle
097,1074,Rural Retreat Middle
097,1075,Scott Memorial Middle
098,,
098,0010,Magruder Elementary
098,0020,Bruton High
098,0030,York High
098,0050,Tabb Elementary
098,0060,Yorktown Middle
098,0080,Mount Vernon Elementary 
098,0080,Mt. Vernon Elementary
098,0090,Coventry Elementary
098,0140,Grafton Bethel Elementary
098,0160,Dare Elementary
098,0170,Seaford Elementary
098,0180,Bethel Manor Elementary
098,0190,Tabb Middle
098,0200,Queens Lake Middle
098,0210,Yorktown Elementary
098,0220,Waller Mill Elementary
098,0230,Tabb High
098,0332,Grafton High
098,0333,Grafton Middle
098,0335,York River Academy
101,,
101,0010,George Washington Middle
101,0030,Mount Vernon Elementary
101,0050,Patrick Henry Elementary
101,0060,Maury Elementary
101,0080,Lyles-Crouch Elementary
101,0090,Jefferson-Houston Elementary
101,0100,George Mason Elementary
101,0110,Douglas MacArthur Elementary
101,0110,Douglas Macarthur Elementary
101,0120,Charles Barrett Elementary
101,0160,Cora Kelly Magnet Elementary
101,0170,Francis C Hammond Middle
101,0170,Francis C. Hammond Middle
101,0190,William Ramsay Elementary
101,0210,T. C. Williams High
101,0210,T.C. Williams High
101,0220,James K. Polk Elementary
101,0230,John Adams Elementary
101,0240,George Washington 2 Middle
101,0250,Francis Hammond 2 Middle
101,0260,Francis Hammond 3 Middle
101,0333,Samuel W. Tucker Elementary
102,,
102,0010,Virginia Middle
